BlockId,sequence_length,event_sequence
blk_1075603803,20,ce1730b7 e02424d6 a8a264f7 c15a27a7 362fbb2d ce1730b7 09d81157 cf63154b c15a27a7 362fbb2d ce1730b7 7eef1cd7 a8a264f7 c15a27a7 362fbb2d 6f9aeb41 acc4fbe7 acc4fbe7 acc4fbe7 12cc199f
blk_1074796991,15,cb78041c 61c56a03 213cb625 4e2e3245 b1c38a34 cb78041c 4d0de8d7 5c726a7f 4e2e3245 b1c38a34 e561196a b0cce2dd b0cce2dd b0cce2dd f9940010
blk_1075464367,20,9239e1cf cbc2de24 d41c434d ab28e2d2 449ccf8a 9239e1cf 56a77190 d41c434d ab28e2d2 449ccf8a 9239e1cf 6842104b d85752cf ab28e2d2 449ccf8a 289a2e57 6784d3dc 6784d3dc 6784d3dc c8754ef7
blk_1075731731,20,1d1f7589 dc91a4d6 fc92d1f2 4331efdf 5b53c0d4 1d1f7589 c134711b 0e9bc434 4331efdf 5b53c0d4 1d1f7589 04997980 0e9bc434 4331efdf 5b53c0d4 a9231e6d a3dd1db5 a3dd1db5 a3dd1db5 e4ca9f15
blk_1075387231,20,98d7673f 6bf5c6af 02005fd8 f3ab541d c1bf8164 98d7673f cfb2ec17 02005fd8 f3ab541d c1bf8164 98d7673f 0fcbbb6c 42a1cf9d f3ab541d c1bf8164 02f970d7 02510b21 02510b21 02510b21 2467a610
blk_1074818121,15,8677d1cb ea88a612 76355385 0c247047 d44c1555 8677d1cb 623fdd64 7fb44c7d 0c247047 d44c1555 1ae13e21 66cfac2d 66cfac2d 66cfac2d 82789f7a
blk_1075121576,20,d10785b6 60f0cd97 178156b0 f02fadb7 70fb2213 d10785b6 a976fb02 787d6f7a f02fadb7 70fb2213 d10785b6 5f313bc6 787d6f7a f02fadb7 70fb2213 3f6737f9 c54b1355 c54b1355 c54b1355 c5d7ad31
blk_1075139943,20,86bee35c a9cc88b9 d4b07cf4 998216d3 ce4d13be 86bee35c 6dfb4e70 d4b07cf4 998216d3 ce4d13be 86bee35c 7795243b 22490e63 998216d3 ce4d13be 5a4efb2b eda1e00f eda1e00f eda1e00f 19900ed3
blk_1075263906,20,b5a084fa 0d2b291e 324e4971 1186eff1 6eea73a1 b5a084fa 5291c2a4 5cbefb06 1186eff1 6eea73a1 b5a084fa d2334394 5cbefb06 1186eff1 6eea73a1 b491d473 356f215f 356f215f 356f215f e0e73e91
blk_1075165953,16,8b72db92 daae2c8e fb193518 0f712e65 069a2ba9 8b72db92 866b1428 fb193518 0f712e65 069a2ba9 85ce28c1 8328658a 8328658a 8328658a 0b7999fc 5dbd5272
blk_1076114271,20,4e84043d d486b377 a3711002 6c4c83e8 7edbbbe5 4e84043d cf218581 298fcccd 6c4c83e8 7edbbbe5 4e84043d ebb430d3 a3711002 6c4c83e8 7edbbbe5 e8abaaf0 9989e45f 9989e45f 9989e45f 0b306872
blk_1075229986,20,dac30df1 5aa9d16e eb1efc55 cfafb13f 4ff763a7 dac30df1 bc244728 fdea5170 cfafb13f 4ff763a7 dac30df1 498cfea9 fdea5170 cfafb13f 4ff763a7 f654e490 d4fc663a d4fc663a d4fc663a 3a0500f3
blk_1075644431,20,a05dac42 837a9e40 13d61350 f0a20ab0 2409d5a2 a05dac42 12160741 a025945f f0a20ab0 2409d5a2 a05dac42 01078856 13d61350 f0a20ab0 2409d5a2 c532becf ceb87dad ceb87dad ceb87dad 9197bcc4
blk_1075089957,20,8c85d14c 6d8109ff 2c1519f6 37056a85 1497a1d8 8c85d14c 6dbed31d 2c1519f6 37056a85 1497a1d8 8c85d14c 7740556f 8d882f28 37056a85 1497a1d8 5ea9f3e8 7dcea094 7dcea094 7dcea094 d8a1601b
blk_1075622630,20,4d0143d0 4ec5013f a98bfa14 ea3fc8fb c7db3500 4d0143d0 ced786ea 5a1df09d ea3fc8fb c7db3500 4d0143d0 5ac86b42 5a1df09d ea3fc8fb c7db3500 88218b8c 1a4e443b 1a4e443b 1a4e443b f5b3d8f2
blk_1076008531,20,625e0961 a7db25c9 6ecbcc9e d7cd5854 9cc24f34 625e0961 06a2d001 f18952b4 d7cd5854 9cc24f34 625e0961 e941a483 f18952b4 d7cd5854 9cc24f34 ca02c7f9 79791346 79791346 79791346 f5f8222b
blk_1074758293,20,e208beec 1292e9f0 93603f87 d4a16842 f06fb5b0 e208beec af961a1c 8e90750a d4a16842 f06fb5b0 e208beec b1f54d50 93603f87 d4a16842 f06fb5b0 cdb90537 3865136b 3865136b 3865136b e2d4d40a
blk_1074556778,15,8e213c90 539e473a 012179be 763bb606 bb69b9d0 8e213c90 01814dd9 012179be 763bb606 bb69b9d0 8e213c90 f92bf1df c61cc8f8 763bb606 bb69b9d0
blk_1075995943,20,2a807086 07d0ec7d 9acf2dd0 0ceef584 a7ec7135 2a807086 6d1c003e 1bbcaa77 0ceef584 a7ec7135 2a807086 d037200b 1bbcaa77 0ceef584 a7ec7135 911d0bf3 96555f9f 96555f9f 96555f9f 8938b5a7
blk_1075583957,20,d0f708ba ab223497 cc235f36 933f3821 e0969787 d0f708ba 24117fa8 cc235f36 933f3821 e0969787 d0f708ba e67ecad0 f68716a3 933f3821 e0969787 ab6ff0b1 52af778b 52af778b 52af778b 266792e5
blk_1074236182,10,cfd4bd5f 410415b9 0a713b04 661bef7d 1328c20e cfd4bd5f 3a86d876 99498dfd 661bef7d 1328c20e
blk_1075047872,21,9185221f 8016afa7 14ac5dbd e5f5fdb9 7e16da8b 9185221f 32048c3e 14ac5dbd e5f5fdb9 7e16da8b 9185221f 546b96ba b86dd7cc e5f5fdb9 7e16da8b a78fc33a 732b1a11 732b1a11 732b1a11 a272e2cc 1d2be9c6
blk_1075932309,15,1ba85437 91f2d2d7 df5b123d 87d33a99 9be9b8b9 1ba85437 1474da49 6892ad48 87d33a99 9be9b8b9 3134c847 98250cfa 98250cfa 98250cfa 0698adc6
blk_1075977516,20,acba0231 83a42752 a9af360f 7d65a22e 2c167c0b acba0231 8e43858f 9f9c24d8 7d65a22e 2c167c0b acba0231 8cffbc39 9f9c24d8 7d65a22e 2c167c0b 4198f868 9b36affd 9b36affd 9b36affd 8397bb93
blk_1073966349,56,190e1b81 93136cf3 190e1b81 93136cf3 190e1b81 93136cf3 82eb3236 850b49d2 82eb3236 850b49d2 7fc51769 aa42d2d9 190e1b81 93136cf3 b8357264 850b49d2 190e1b81 9bbbad3f aeeaaf37 af3f8acc 850b49d2 af3f8acc 850b49d2 7fc51769 aa42d2d9 190e1b81 57039424 686db2f1 7fc51769 aa42d2d9 190e1b81 93136cf3 4185d50f 850b49d2 4185d50f 850b49d2 190e1b81 93136cf3 190e1b81 93136cf3 190e1b81 9c80998b 686db2f1 7fc51769 aa42d2d9 96707d37 0ff62166 7e41198c 7d7cdc6e 20060e26 96707d37 0ff62166 96707d37 0ff62166 96707d37 0ff62166
blk_1075147132,15,04e783f3 8a9d5b62 2e89a83f a85552f1 92638265 04e783f3 5edef32b 2e89a83f a85552f1 92638265 ac889e55 78a13c41 78a13c41 78a13c41 3f222760
blk_1075245753,20,50f9dbe6 8904e9bf 8ccf29d5 ba69f7ac 9de8ab67 50f9dbe6 615b5180 19b2230f ba69f7ac 9de8ab67 50f9dbe6 0311fda0 19b2230f ba69f7ac 9de8ab67 908f420f 10342088 3868e553 3868e553 70f5f179
blk_1076200675,20,e334b9c3 d58ed650 dc65380f 0663324d 2be86f3d e334b9c3 ee60cff4 5beb41f6 0663324d 2be86f3d e334b9c3 21cd5165 dc65380f 0663324d 2be86f3d 83119120 b99a6ae6 b99a6ae6 b99a6ae6 1daece2f
blk_1074142844,10,427cd4f3 0dae4c18 cf2ff1aa 2d42d868 ab5e57bc 427cd4f3 6a52d1fa cf2ff1aa 2d42d868 ab5e57bc
blk_1076068293,20,5ac87783 66a5f973 d606775a c299f20a d575280f 5ac87783 eedaa67c d606775a c299f20a d575280f 5ac87783 648745cd 264f9b38 c299f20a d575280f a83cfd12 6a66ce6c 6a66ce6c 6a66ce6c 0be41b4b
blk_1074338632,15,87b278a9 d76786fd 22c26db8 35b6e13d 2e16b7e6 87b278a9 5b803a5e c4598005 35b6e13d 2e16b7e6 87b278a9 a3a2b54e 22c26db8 35b6e13d 2e16b7e6
blk_1074598809,15,02589e72 cf627c4f 2348c4e2 798803de 7b21ee98 02589e72 89817b7c ec6b8764 798803de 7b21ee98 02589e72 05724014 ec6b8764 798803de 7b21ee98
blk_1073909265,15,00ad8217 195a2c85 edce468a 693ada61 b072fd3b 00ad8217 cda1e5a6 65561f87 00ad8217 315c4d72 65561f87 00ad8217 1312b309 174c9cd7 274a637f
blk_1075451957,20,84fcc1fb 91fc0414 bf570b4a ccba744b a93dfa34 84fcc1fb 161006ed 4087d175 ccba744b a93dfa34 84fcc1fb 8de96d45 bf570b4a ccba744b a93dfa34 da191b46 4950c540 4950c540 4950c540 350e4512
blk_1074140064,15,3996a345 e3324202 c5c7190b b5a8bf3c 1d92bfd4 3996a345 73998a2d 7c174578 b5a8bf3c 1d92bfd4 3996a345 ee895ae0 c5c7190b b5a8bf3c 1d92bfd4
blk_1074301696,15,da52f985 ed6fe430 c9d3dab6 7850d9e6 b52314ff da52f985 df2ac4f1 f60d2181 7850d9e6 b52314ff da52f985 1ce2c9b5 c9d3dab6 7850d9e6 b52314ff
blk_1074930764,20,7179f37f c3755688 fd3437cb dd060e5e 5be7b766 7179f37f 0cd1311d 944a7e8a dd060e5e 5be7b766 7179f37f f164eda0 fd3437cb dd060e5e 5be7b766 00eb656a 11601c2e 11601c2e 11601c2e ec4f3f0c
blk_1075059298,20,a5db16fb be72529a 99038048 0e1aa229 521389b3 a5db16fb 04ce7f2c 39f974ed 0e1aa229 521389b3 a5db16fb 0a295a0f 39f974ed 0e1aa229 521389b3 424690ca 3e4d9fd4 3e4d9fd4 3e4d9fd4 59d90981
blk_1076026026,20,4d5df1fe 6262ca17 808a2c48 acecf7ff 639665a4 4d5df1fe fa5c828c 808a2c48 acecf7ff 639665a4 4d5df1fe 94856133 2e2d9128 acecf7ff 639665a4 faab0c82 3572e5eb 3572e5eb 3572e5eb 16d88c8c
blk_1075895286,20,52296855 7f1875ea 64390148 aba18b29 398d13cc 52296855 6ae42c04 eb95d80f aba18b29 398d13cc 52296855 5c77ecc3 eb95d80f aba18b29 398d13cc b0c04d8d 4aa2066e 4aa2066e 4aa2066e 5f909ab8
blk_1075116837,15,d3f16872 c188c810 7832d437 b1b69652 14e3b4c1 d3f16872 8ad9bb60 7832d437 b1b69652 14e3b4c1 381ef630 8cebbf64 8cebbf64 8cebbf64 c283ff90
blk_1074994039,20,52280df4 8cb82bdd 97443f3c 8a2c4700 bb6ce53c 52280df4 eb08dee6 97443f3c 8a2c4700 bb6ce53c 52280df4 ac10900e 0ba94d01 8a2c4700 bb6ce53c 940314ae abe43362 abe43362 abe43362 40fbaf00
blk_1076075538,20,1aba952d 4acf756b 0b7047e3 29a095ce bc6e593e 1aba952d 235e4570 ce5a52b2 29a095ce bc6e593e 1aba952d 77f40823 0b7047e3 29a095ce bc6e593e 30dfdc7e d99cfa4e d99cfa4e d99cfa4e eb971802
blk_1074344162,15,a2f1a977 6ed297f8 6c932339 74b7ea70 d0b2b92f a2f1a977 e93a75dd cb168291 74b7ea70 d0b2b92f a2f1a977 4c416481 6c932339 74b7ea70 d0b2b92f
blk_1075438531,20,c1620837 6a47b3bf cf8b151c 949b8dac 9486df92 c1620837 09aeb356 b9452318 949b8dac 9486df92 c1620837 165c0828 b9452318 949b8dac 9486df92 79d28eca c4e31545 c4e31545 c4e31545 5f1b15ea
blk_1075056981,20,37f77c20 0c09fb02 88ada3a0 fbf18e14 fedca469 37f77c20 3f3250c2 e2d557d0 fbf18e14 fedca469 37f77c20 9aa92a49 88ada3a0 fbf18e14 fedca469 97ddcce1 9201fd60 9201fd60 9201fd60 cbe89633
blk_1074519310,15,57ba5c22 9d961361 8ac48bf3 030a3d6c 3e8b7565 57ba5c22 85ec689e 8ac48bf3 030a3d6c 3e8b7565 57ba5c22 ffef8e22 f37d610b 030a3d6c 3e8b7565
blk_1076091256,20,d6ae7d69 2b04bb95 3ad3af29 160a27dd c6bcef5e d6ae7d69 e1cbab77 3ad3af29 160a27dd c6bcef5e d6ae7d69 7788acfd 699e33ff 160a27dd c6bcef5e d1953efd 9c2afa6c 9c2afa6c 9c2afa6c cf8462d4
blk_1075338696,20,1e4c3f10 603c8ffd 9f4f9b4a 15d3f67a 542be0e4 1e4c3f10 0e5b8a29 12972547 15d3f67a 542be0e4 1e4c3f10 003e001a 9f4f9b4a 15d3f67a 542be0e4 83da4647 cbff68ec cbff68ec cbff68ec 55054a03
blk_1074063236,15,7baf8576 33b1f42e 3366d270 eaf31b63 a471b40b 7baf8576 4a098c1f 3a4c4325 eaf31b63 a471b40b 7baf8576 05c6129b 3366d270 eaf31b63 a471b40b
blk_1076110925,20,3dbb5c1e d5497883 8460783f 1393643c fa8c4431 3dbb5c1e 3b1a4e5b 5713d1a1 1393643c fa8c4431 3dbb5c1e 4c6d155d 8460783f 1393643c fa8c4431 1501a632 143d3faa 143d3faa 143d3faa d40ed2ae
blk_1075191469,20,404ac079 74992597 a29aac67 c2c59275 4a81d9a9 404ac079 8c17dd96 0afbb962 c2c59275 4a81d9a9 404ac079 3f5153de 0afbb962 c2c59275 4a81d9a9 ab0973d4 008f375c 008f375c 008f375c 7e74b321
blk_1075200649,15,2e247be4 7836bae0 e659b57f 114be9a4 c96df7bd 2e247be4 f22b2d03 232ef32d 114be9a4 c96df7bd 1c35fc25 249e3e3a c4bf8e15 c4bf8e15 c4bf8e15
blk_1075745761,20,f0bbebbe 52518dae a3cd1186 126d48ba 63658b32 f0bbebbe 4e7c7a58 9f41352d 126d48ba 63658b32 f0bbebbe f31147a5 a3cd1186 126d48ba 63658b32 b3769443 cf572085 cf572085 cf572085 fb05e130
blk_1074627253,10,0b5d34c0 d6095a9e bd4b0700 903b1d91 3ec4e758 0b5d34c0 7cfde27d 764e0d33 903b1d91 3ec4e758
blk_1075194207,20,3f182047 489a03ee 01f8227b fa6c827c f065efed 3f182047 49c1b28c 01f8227b fa6c827c f065efed 3f182047 e6115635 2e031588 fa6c827c f065efed 5f1fa133 c962b332 c962b332 c962b332 ddb58625
blk_1074869761,15,b9634178 5c084f38 c4f2adf2 d6c1fef0 09a3b24e b9634178 fd9d2116 c4f2adf2 d6c1fef0 09a3b24e ef2b2f4b eafd18fc eafd18fc eafd18fc 05afe4b1
blk_1075643013,20,358d1b5a ceaeb8da 5da28950 614c22df d1d1624d 358d1b5a 9bb8c21e f8dc9559 614c22df d1d1624d 358d1b5a ba61d531 f8dc9559 614c22df d1d1624d dbb2ffe6 b98fc5ed b98fc5ed b98fc5ed 61d84420
blk_1073799654,9,585adb03 08f0f455 0cb3b44d 585adb03 77ad88b0 baaadaa8 585adb03 2fd9f81f baaadaa8
blk_1074469716,15,cc1986f6 61fbe022 484823d7 de36a6e8 2b26ca0e cc1986f6 6479bd65 484823d7 de36a6e8 2b26ca0e cc1986f6 61b12ef7 30db3735 de36a6e8 2b26ca0e
blk_1075473644,20,861c0a26 fb4f096b 118a8ed3 f8eeae95 ba0af198 861c0a26 990b637a 118a8ed3 f8eeae95 ba0af198 861c0a26 8c275291 a166f379 f8eeae95 ba0af198 1d9ab570 f91ca071 f91ca071 f91ca071 02f9474d
blk_1074142147,15,c87e1136 0923ccfa 27789687 72d31449 c5183c3f c87e1136 6d8580db eefbb3dc 72d31449 c5183c3f c87e1136 1c497f07 eefbb3dc 72d31449 c5183c3f
blk_1074100674,10,07960fe1 9675347f 2426f475 72e1e44f 1050cedf 07960fe1 f1038972 88af42d7 72e1e44f 1050cedf
blk_1075540456,15,2b76aaa1 fe1c2b0a 9867caa2 e0417d7c 9f8ca4f2 2b76aaa1 f3d15330 51f51eeb e0417d7c 9f8ca4f2 312df221 fd454b05 fd454b05 fd454b05 4176224d
blk_1075686170,20,e8376fb5 053c0521 ddc2a922 10ed29db 7713de27 e8376fb5 59329f4b ddc2a922 10ed29db 7713de27 e8376fb5 59aa29a0 911470b6 10ed29db 7713de27 5f9b308e abc5db08 abc5db08 abc5db08 59d44eaa
blk_1074389481,10,24aa0eb8 f10c97d5 d2d185f1 c9b49ecd 0c880633 24aa0eb8 69b8b218 663bd8d6 c9b49ecd 0c880633
blk_1075156906,15,edb59058 4169d369 d29ccc6c 528d1e7f bbb7e541 edb59058 f734fe5c d29ccc6c 528d1e7f bbb7e541 2a6bd306 e416f957 e416f957 e416f957 e98d4878
blk_1074239745,15,2163ef0d 4d7c50e0 1e8f6853 c96da3aa 4d884f8d 2163ef0d 9a54a661 1e8f6853 c96da3aa 4d884f8d 2163ef0d 5da28c85 fde22ace c96da3aa 4d884f8d
blk_1074069366,15,24b44045 19c03e4d 1a86cf23 885aedad 72929054 24b44045 e027030a 89a0eeac 885aedad 72929054 24b44045 defc94c4 89a0eeac 885aedad 72929054
blk_1075203850,20,60578581 8e77f025 f8b1336f 2251f140 2a6d0691 60578581 528a21a3 8901e71a 2251f140 2a6d0691 60578581 a61be74e 8901e71a 2251f140 2a6d0691 513566d4 a39b27f2 a39b27f2 a39b27f2 bbf79dc1
blk_1075705671,20,c9e82c33 a0288822 5bf19bf6 4200021b 2c61aff2 c9e82c33 b51f72f8 5bf19bf6 4200021b 2c61aff2 c9e82c33 7fb0c5e6 3e853010 4200021b 2c61aff2 bb2adedf 9194586d 9194586d 9194586d adcad350
blk_1074719124,20,18da91cd 18cdc1f9 46de39bd 114a004e e64951d4 18da91cd e26b0647 35a99f98 114a004e e64951d4 18da91cd 88590eac 46de39bd 114a004e e64951d4 6e8b31ff 0fe73d24 0fe73d24 0fe73d24 eb0f7290
blk_1074879181,20,28636173 ad6405e1 a3a035fd 68763adc fb46afae 28636173 b1b0c20a a3a035fd 68763adc fb46afae 28636173 f07e57af c8b24c35 68763adc fb46afae b19df800 3144f530 3144f530 3144f530 26f10e35
blk_1075313400,20,9f63d8d5 f5c0f55a 47b955ff 364a600e a4d5196a 9f63d8d5 7cfda489 6ed1220d 364a600e a4d5196a 9f63d8d5 fc8dec44 47b955ff 364a600e a4d5196a fb644a9a ac148858 ac148858 ac148858 86716c6a
blk_1075968652,15,886e7298 437bc143 8d810afa aec42434 c06d8d85 886e7298 4960da13 7c69a66b aec42434 c06d8d85 57723868 6a8ce223 6a8ce223 6a8ce223 8916c6a1
blk_1074922714,20,39aed356 91742cb5 a5fb4020 9eacca0e 24ed6f22 39aed356 2d2023ef 18fee8ab 9eacca0e 24ed6f22 39aed356 12848869 a5fb4020 9eacca0e 24ed6f22 b8275006 ac6b2acc ac6b2acc ac6b2acc cb71171d
blk_1074870445,20,61613c5b 8f050a02 36c27e4a 37f8b3cf cb450b0c 61613c5b 84fecca3 afb800ac 37f8b3cf cb450b0c 61613c5b 1e16eef4 36c27e4a 37f8b3cf cb450b0c 9ffe6a5f 40e6175e 40e6175e 40e6175e f08a36e8
blk_1073810532,21,9dde6a75 f6d5962a 0e9c7e3c 3c7679ac 9dde6a75 f6d5962a 9dde6a75 1f02dbbb fbe8b49e ec7ee095 374432fc 9dde6a75 06dec719 fbe8b49e e5f57123 374432fc 9dde6a75 bce5093b 6d1f5d7c aef52ecb 21fe3b97
blk_1074888315,20,51a461b9 ce6b38bc 0477b17b e4b5c166 e2bfaa0a 51a461b9 3d5ea9f7 113a0247 e4b5c166 e2bfaa0a 51a461b9 d42464a6 0477b17b e4b5c166 e2bfaa0a 9ede0bde c806b7d6 c806b7d6 c806b7d6 646fc0bc
blk_1073881058,50,f51cabb2 07a4e7f5 36b63dc5 39286822 f51cabb2 07a4e7f5 20ab81da 39286822 f51cabb2 07a4e7f5 3227c7d5 da915eca f51cabb2 07a4e7f5 f51cabb2 07a4e7f5 3227c7d5 da915eca f51cabb2 98de17ea c595dc22 22eb1f16 39286822 22eb1f16 39286822 f51cabb2 07a4e7f5 3227c7d5 da915eca f51cabb2 5828a062 f5e3e932 275cfdbf 39286822 275cfdbf 39286822 3227c7d5 da915eca f51cabb2 b7974968 f5e3e932 1fd9365e 26123d8f 57471354 3c0e546d cbe84fd6 1fd9365e 26123d8f 1fd9365e 26123d8f
blk_1075802507,20,95577a26 9c836def 5e256624 4613702e 361488eb 95577a26 cb15aeb0 5e256624 4613702e 361488eb 95577a26 632229f3 1f5d3dc0 4613702e 361488eb 066dc6eb 589e67fb 589e67fb 589e67fb d0591d7e
blk_1075654605,20,149a091d 5abf4d54 565ff5f7 3e8ff16a c6c39e06 149a091d b92c4f8d 565ff5f7 3e8ff16a c6c39e06 149a091d c9fcc85c 6097a824 3e8ff16a c6c39e06 1712fdd9 d04dd641 d04dd641 d04dd641 cbd92b16
blk_1073975568,37,41fb68d7 883d3a97 c0c99277 7a95e2c2 87012bde 41fb68d7 23c5c843 6a15c44f b882d136 41fb68d7 d1b435ef f443d274 b5718992 b882d136 b5718992 b882d136 41fb68d7 23c5c843 41fb68d7 23c5c843 41fb68d7 cf2eec78 f443d274 7a95e2c2 87012bde 42169c89 09117527 0249b6d4 b3e56dd2 e7b11e5f 42169c89 09117527 42169c89 09117527 ac205a6f b3e56dd2 cd18fc33
blk_1076127592,20,f3e8ff7f 5e78051d f1cb9238 596ab438 14c4c317 f3e8ff7f f26de909 9848856a 596ab438 14c4c317 f3e8ff7f 57ae071b f1cb9238 596ab438 14c4c317 9d32d1ba 8fc6c5e5 8fc6c5e5 8fc6c5e5 837a9020
blk_1075093956,15,f496556f 8609547a de582e52 1d63fade 2755adaa f496556f 133a62a8 de582e52 1d63fade 2755adaa 84d7b09b 2c2d8665 2c2d8665 2c2d8665 bcb88977
blk_1075740590,20,23514b28 d98772f2 c6dbf8d9 dc5f2b2c 32e67ad2 23514b28 46c663bf 8254e143 dc5f2b2c 32e67ad2 23514b28 71beb389 c6dbf8d9 dc5f2b2c 32e67ad2 0f6ea943 1f4a0659 1f4a0659 1f4a0659 1e77f48e
blk_1074609630,15,295cbed0 0d283844 7470609b 2e0467fd ab7ebba7 295cbed0 35254964 a603c1be 2e0467fd ab7ebba7 295cbed0 b121383a 7470609b 2e0467fd ab7ebba7
blk_1075522396,20,401251c4 0527a134 c7b4459c 9ffbe6a0 2ea86f58 401251c4 22aa333f c7b4459c 9ffbe6a0 2ea86f58 401251c4 024e7882 c78dc59f 9ffbe6a0 2ea86f58 e7a78053 5876e15e 5876e15e 5876e15e 1921151f
blk_1075343499,20,5a560c59 28f4a618 5a32cb8c 82253734 459ae231 5a560c59 5e7913aa 76b8d6fd 82253734 459ae231 5a560c59 7e8ea973 5a32cb8c 82253734 459ae231 73aada00 6a6a354e 6a6a354e 6a6a354e 41c4076f
blk_1075142245,20,368dee94 7d68980e f33964ae 699ab032 f456d724 368dee94 4dee42d6 f33964ae 699ab032 f456d724 368dee94 0bc504d9 86de0868 699ab032 f456d724 fe45df60 e6c898aa e6c898aa e6c898aa 075644ac
blk_1074537006,15,9d1f3d27 bbebda29 154f08ee 3fb4562f 4cd71390 9d1f3d27 c4064045 d8271753 3fb4562f 4cd71390 9d1f3d27 c9798642 154f08ee 3fb4562f 4cd71390
blk_1076014167,20,806b4c7a 23975516 b761354f a7b71e2a 8cdccad9 806b4c7a e2bd6b16 05f34f0b a7b71e2a 8cdccad9 806b4c7a 93ab49f7 05f34f0b a7b71e2a 8cdccad9 70f0310f b61d757a b61d757a b61d757a 4fe28e00
blk_1076198916,20,9793b791 1fcc9b8f 856a5d69 8dff8452 db13d26b 9793b791 a41b29c6 553b4c72 8dff8452 db13d26b 9793b791 adf9a3c9 856a5d69 8dff8452 db13d26b 8bcd9a56 d33f70e2 d33f70e2 d33f70e2 73410af4
blk_1074859270,20,c1ba15a4 36aa3f53 270d0bfb 42dbb5d4 52417b0c c1ba15a4 991ce062 365ca6dc 42dbb5d4 52417b0c c1ba15a4 f7fac434 365ca6dc 42dbb5d4 52417b0c 80e54acb 8b9fbbd0 8b9fbbd0 8b9fbbd0 1140d34a
blk_1075517849,20,1a81066a 71d34d14 cd2b1f83 37796c48 47494e18 1a81066a 2157b0b2 f622ffc6 37796c48 47494e18 1a81066a 184ef75b cd2b1f83 37796c48 47494e18 54d50f95 7ff30dc2 7ff30dc2 7ff30dc2 c963b054
blk_1074611545,15,3f451175 d3eaa8fb 9ef2ec71 6ddd42f4 ea20d1d6 3f451175 9157cfbf 1a71240f 6ddd42f4 ea20d1d6 3f451175 336234de 1a71240f 6ddd42f4 ea20d1d6
blk_1074412754,15,2478ae8f 11b7452f 5bc1f348 5057acf2 8d6f98d0 2478ae8f 3128f803 873ca0d1 5057acf2 8d6f98d0 2478ae8f c799e2f3 5bc1f348 5057acf2 8d6f98d0
blk_1076145171,20,4b79e1da 8fc937d5 0125a3ed bd580abf 2cad1e54 4b79e1da 5927f6ba 0bc02052 bd580abf 2cad1e54 4b79e1da cd3fbcb8 0125a3ed bd580abf 2cad1e54 d7c0d7b8 21461386 21461386 21461386 ec0384cb
blk_1075848200,15,9b6d7e79 b1e43fa7 fba52760 a74d9d5b 13e5adf6 9b6d7e79 7067fb21 851511e0 a74d9d5b 13e5adf6 342818b4 626d5168 626d5168 626d5168 3b3e11b5
blk_1074828362,20,a4bb619f 0382dc99 ab02a54b c5f6affa 5c0540d1 a4bb619f 1c8119e5 028bb5d2 c5f6affa 5c0540d1 a4bb619f d7ab69aa 028bb5d2 c5f6affa 5c0540d1 64cacd9d e6c2cded e6c2cded e6c2cded 5964e1d8
blk_1075156954,20,c0afe7f8 261f33a2 f573f178 8f47435d 9deffa0b c0afe7f8 d049d828 f573f178 8f47435d 9deffa0b c0afe7f8 1342c1b7 cf1e1791 8f47435d 9deffa0b 33112f8f efa89703 efa89703 efa89703 57f54ae8
blk_1076179268,20,275c01b9 2bab3b4e 858edb37 d308c11a 299c0e8f 275c01b9 3a422cd6 28d90449 d308c11a 299c0e8f 275c01b9 b57c429a 858edb37 d308c11a 299c0e8f 5f31728a c894d5a9 c894d5a9 c894d5a9 01b9c112
blk_1075406026,20,fe404319 5382f0c5 535c63bd 22bf027e 3d5aa8e8 fe404319 d2d974c7 535c63bd 22bf027e 3d5aa8e8 fe404319 031b8df4 010a7585 22bf027e 3d5aa8e8 6ab7bf3d 33e51687 33e51687 33e51687 a4bd7c85
blk_1074505863,15,7af4d486 3fd5c4d6 38fe7c38 7aaec635 8f3750f9 7af4d486 5af8fdc2 de3dd5ec 7aaec635 8f3750f9 7af4d486 a71a9458 38fe7c38 7aaec635 8f3750f9
blk_1074835923,20,f91c9a21 930d29b2 6885698a 930e2b40 1a954e70 f91c9a21 eca08053 6885698a 930e2b40 1a954e70 f91c9a21 4136b7c9 cd55fcc6 930e2b40 1a954e70 ca56291f d72c079a 6c20e7a4 6c20e7a4 37c6aaa5
blk_1073887930,15,1f21ea3e d68213a1 1f21ea3e 15507cf8 8b62a371 1f21ea3e 4d5a994e 263808ab ef6b513a a40fe8d0 c949260a 544f8c5b 1f21ea3e e1d74db4 263808ab
blk_1075661095,20,e36a7814 a039bf3e 7d6a0e7c 56cbc056 93f72681 e36a7814 c7f4f1de 26cca6ab 56cbc056 93f72681 e36a7814 ba7ca8d5 7d6a0e7c 56cbc056 93f72681 824dc992 bb881f53 bb881f53 bb881f53 859d50c5
blk_1074564554,15,f7b07129 9eac00c8 5cf7b444 6ce9e163 248ca845 f7b07129 268b9606 5cf7b444 6ce9e163 248ca845 f7b07129 fb4389e1 4fce7bfe 6ce9e163 248ca845
blk_1075299269,20,2aca9f7c 9e642ba6 1aab555e 0ecafa6c 5d0c0bf8 2aca9f7c b87e758d b23c8d4a 0ecafa6c 5d0c0bf8 2aca9f7c 061d656c 1aab555e 0ecafa6c 5d0c0bf8 7ee4df20 a4b8cca2 a4b8cca2 a4b8cca2 e1ea1e9b
